Date,Time,Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Type,Traffic_Type,Anomaly_Scores,Attack_Type,Attack_Signature,Action_Taken,Severity_Level,User_Information,Device_Information,Network_Segment,Geo_location_Data,Log_Source
2020-07-07,03:50:24,2020-07-07 03:50:24,201.86.3.78,13.200.168.199,62568,27834,ICMP,1427,Data,HTTP,3.33,Intrusion,Known Pattern A,Ignored,High,Mamooty Upadhyay,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),Segment B,"Indore, Rajasthan",Server
2020-03-18,07:33:47,2020-03-18 07:33:47,61.152.211.241,155.90.185.195,16019,14834,UDP,793,Control,HTTP,18.93,Intrusion,Known Pattern A,Blocked,Low,Kavya Shroff,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/28.0.898.0 Mobile/27T928 Safari/536.1",Segment B,"Ballia, Jharkhand",Server
2020-03-09,20:24:39,2020-03-09 20:24:39,46.229.143.176,218.214.206.217,54052,10368,ICMP,686,Control,DNS,96.83,DDoS,Known Pattern A,Ignored,Low,Ishaan Kumer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),Segment B,"Gopalpur, Andhra Pradesh",Server
2023-07-07,19:15:20,2023-07-07 19:15:20,38.130.51.208,190.9.156.57,40014,9720,UDP,1092,Data,DNS,82.75,Intrusion,Known Pattern A,Logged,Low,Lavanya Sule,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.1.7 (KHTML, like Gecko) Version/5.1 Safari/531.1.7",Segment C,"Rewa, Uttarakhand",Firewall
2022-12-25,22:00:40,2022-12-25 22:00:40,27.57.214.142,46.220.52.17,55034,52843,UDP,492,Data,HTTP,88.16,Intrusion,Known Pattern B,Logged,High,Kabir Tak,Opera/8.73.(Windows CE; as-IN) Presto/2.9.164 Version/12.00,Segment A,"Surendranagar Dudhrej, Sikkim",Server
2021-04-12,15:06:50,2021-04-12 15:06:50,86.45.110.141,92.133.40.138,31548,18263,UDP,811,Data,FTP,45.33,Malware,Known Pattern B,Blocked,Medium,Urvi Warrior,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),Segment C,"Begusarai, Andhra Pradesh",Server
2021-04-20,21:58:18,2021-04-20 21:58:18,29.187.204.185,178.79.44.158,14156,14806,ICMP,1444,Control,HTTP,91.08,Intrusion,Known Pattern A,Logged,Low,Riya Aggarwal,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.25.5 (KHTML, like Gecko) Version/5.0.3 Safari/534.25.5",Segment A,"Latur, Himachal Pradesh",Firewall
2023-06-06,06:31:08,2023-06-06 06:31:08,168.230.63.34,170.34.138.235,7828,38216,UDP,423,Control,DNS,45.27,Intrusion,Known Pattern B,Logged,Low,Dharmajan Balakrishnan,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; brx-IN) AppleWebKit/532.30.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6532.30.6",Segment B,"Proddatur, Jharkhand",Firewall
2021-07-11,05:34:04,2021-07-11 05:34:04,221.187.162.221,174.67.68.203,53318,29162,TCP,744,Data,HTTP,51.59,Malware,Known Pattern B,Ignored,Low,Shalv Bajaj,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/54.0.856.0 Safari/535.1",Segment A,"Bhatpara, Tamil Nadu",Firewall
2020-12-24,16:18:22,2020-12-24 16:18:22,199.219.72.118,159.213.20.78,15743,33364,TCP,173,Control,HTTP,73.69,Intrusion,Known Pattern A,Ignored,Low,Vihaan Bava,Opera/8.12.(X11; Linux x86_64; am-ET) Presto/2.9.176 Version/11.00,Segment C,"Raipur, Odisha",Server
2023-09-13,02:42:05,2023-09-13 02:42:05,44.24.112.64,71.28.47.114,27274,28937,ICMP,340,Data,HTTP,27.25,Intrusion,Known Pattern A,Blocked,High,Indrajit Chahal,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/62.0.877.0 Safari/532.1",Segment B,"Giridih, Himachal Pradesh",Server
2023-01-23,09:24:38,2023-01-23 09:24:38,107.70.70.221,38.176.49.37,13393,3334,ICMP,1082,Control,FTP,81.43,Malware,Known Pattern A,Logged,Low,Faiyaz Madan,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.895.0 Safari/533.0",Segment A,"Thanjavur, Uttarakhand",Server
2022-04-05,01:54:33,2022-04-05 01:54:33,118.36.129.69,31.41.38.21,35332,61817,ICMP,876,Control,DNS,89.28,Intrusion,Known Pattern A,Blocked,Low,Vanya Barman,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/36.0.860.0 Safari/536.2",Segment A,"Warangal, Meghalaya",Firewall
2020-09-30,07:06:33,2020-09-30 07:06:33,76.111.202.72,42.40.168.103,47821,52974,UDP,1319,Data,DNS,43.95,Intrusion,Known Pattern A,Ignored,Medium,Raunak Varghese,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/30.0.805.0 Mobile/05B962 Safari/535.1",Segment B,"Darbhanga, Haryana",Firewall
2023-08-06,09:00:12,2023-08-06 09:00:12,148.126.105.201,125.5.69.191,4384,31482,TCP,976,Data,DNS,1.31,DDoS,Known Pattern A,Blocked,Medium,Jiya Keer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mn-MN) AppleWebKit/535.29.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6535.29.7",Segment A,"Gwalior, Nagaland",Firewall
2022-11-20,04:12:04,2022-11-20 04:12:04,130.204.139.35,165.165.89.101,27807,53451,UDP,985,Control,HTTP,98.14,Malware,Known Pattern B,Logged,High,Prisha Loyal,Opera/9.66.(X11; Linux i686; wo-SN) Presto/2.9.180 Version/10.00,Segment A,"South Dumdum, Uttar Pradesh",Server
2020-03-17,07:02:13,2020-03-17 07:02:13,100.247.164.6,154.189.148.49,39737,17067,ICMP,902,Data,FTP,84.95,Malware,Known Pattern A,Logged,Medium,Himmat Warrior,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.842.0 Safari/534.1",Segment B,"Kurnool, Karnataka",Firewall
2020-08-08,23:19:34,2020-08-08 23:19:34,88.204.79.6,64.153.177.110,16224,48472,UDP,889,Control,HTTP,14.56,Malware,Known Pattern B,Blocked,Medium,Armaan Thaker,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bg-BG) AppleWebKit/531.43.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.43.2",Segment C,"Vijayanagaram, Sikkim",Firewall
2022-03-21,14:41:34,2022-03-21 14:41:34,149.253.227.55,77.40.158.129,31907,51180,TCP,1492,Data,HTTP,31.8,Malware,Known Pattern B,Logged,Medium,Yashvi Sundaram,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.28.7 (KHTML, like Gecko) Version/5.0 Safari/534.28.7",Segment B,"Chandigarh, Manipur",Firewall
2023-02-13,19:15:26,2023-02-13 19:15:26,160.148.168.183,214.36.26.162,26586,17971,UDP,787,Control,DNS,3.7,Malware,Known Pattern B,Logged,Low,Reyansh Singhal,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),Segment A,"Pune, Himachal Pradesh",Server
2022-10-13,04:35:33,2022-10-13 04:35:33,75.160.180.145,149.125.243.212,25179,13739,ICMP,1070,Control,HTTP,97.64,Intrusion,Known Pattern B,Logged,Medium,Jayesh Jani,Opera/8.41.(X11; Linux i686; li-NL) Presto/2.9.183 Version/12.00,Segment C,"Rajkot, Tamil Nadu",Server
2021-11-24,20:11:15,2021-11-24 20:11:15,169.21.155.127,171.38.239.42,47513,9156,UDP,1455,Control,FTP,58.19,DDoS,Known Pattern A,Ignored,High,Jivika Lad,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3588-09-29 00:44:47 Firefox/6.0,Segment C,"Gudivada, Punjab",Firewall
2021-12-31,11:46:47,2021-12-31 11:46:47,92.192.73.229,72.77.74.9,12215,50585,TCP,640,Control,HTTP,10.44,Intrusion,Known Pattern A,Blocked,Medium,Vedika Bawa,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1 rv:5.0; ne-NP) AppleWebKit/532.19.1 (KHTML, like Gecko) Version/5.0.5 Safari/532.19.1",Segment C,"Maheshtala, Chhattisgarh",Server
2021-10-25,04:23:15,2021-10-25 04:23:15,129.189.216.143,197.202.27.160,19199,27928,ICMP,1178,Data,HTTP,5.39,Malware,Known Pattern B,Ignored,High,Ira Kapadia,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),Segment C,"Tirunelveli, Gujarat",Server
2022-04-25,20:26:30,2022-04-25 20:26:30,60.223.224.39,218.187.232.192,26123,7023,ICMP,158,Data,HTTP,91.79,Intrusion,Known Pattern A,Ignored,Medium,Ivan Balan,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.3m4752.0 Mobile/37X129 Safari/534.2",Segment B,"Raipur, Himachal Pradesh",Server
2022-03-17,23:44:57,2022-03-17 23:44:57,172.26.245.135,21.131.246.181,22345,60531,ICMP,1409,Data,FTP,70.26,Intrusion,Known Pattern B,Ignored,Low,Anay Wagle,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),Segment C,"Ichalkaranji, Himachal Pradesh",Server
2022-11-03,14:58:44,2022-11-03 14:58:44,57.64.88.197,117.180.242.111,55305,60529,UDP,866,Control,DNS,86.55,Malware,Known Pattern A,Ignored,Medium,Miraan Rastogi,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5356-06-27 08:49:17 Firefox/3.6.8,Segment B,"Bihar Sharif, Manipur",Firewall
2023-03-31,19:19:56,2023-03-31 19:19:56,144.98.223.88,121.165.184.11,48262,22039,TCP,343,Data,HTTP,11.11,Malware,Known Pattern B,Blocked,Medium,Zeeshan Kota,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_6 rv:3.0; is-IS) AppleWebKit/531.27.6 (KHTML, like Gecko) Version/4.0.5 Safari/531.27.6",Segment C,"Chennai, Chhattisgarh",Firewall
2020-11-22,13:01:36,2020-11-22 13:01:36,217.68.188.168,197.49.231.196,22623,16469,ICMP,531,Data,FTP,71.02,DDoS,Known Pattern B,Ignored,Low,Biju Varkey,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1),Segment C,"Rajahmundry, Telangana",Server
2020-04-05,09:55:48,2020-04-05 09:55:48,205.63.22.106,64.111.164.43,28872,35773,ICMP,1387,Control,DNS,51.68,Malware,Known Pattern B,Ignored,Medium,Nayantara Tak,Opera/8.19.(Windows NT 5.01; fa-IR) Presto/2.9.186 Version/12.00,Segment C,"Pallavaram, West Bengal",Firewall
2020-12-09,14:27:45,2020-12-09 14:27:45,216.215.211.18,183.6.121.71,33910,47951,TCP,715,Control,HTTP,43.23,DDoS,Known Pattern A,Ignored,High,Ryan Kulkarni,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.37.2 (KHTML, like Gecko) Version/5.1 Safari/535.37.2",Segment C,"Patiala, Himachal Pradesh",Firewall
2022-10-30,05:51:47,2022-10-30 05:51:47,62.75.113.77,216.196.28.158,42864,48696,ICMP,765,Control,DNS,47.31,Intrusion,Known Pattern A,Blocked,Low,Arnav Krish,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; wal-ET) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6535.33.7",Segment C,"Ranchi, Sikkim",Server
2020-10-18,14:09:21,2020-10-18 14:09:21,59.130.224.255,74.58.58.46,52040,21434,TCP,646,Data,DNS,77.67,Intrusion,Known Pattern B,Ignored,Low,Jhanvi Wable,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/17.4p9123.0 Mobile/12W876 Safari/533.1",Segment C,"Ballia, Haryana",Server
2023-07-07,17:18:58,2023-07-07 17:18:58,174.146.252.123,107.24.14.107,48973,47133,TCP,1142,Control,HTTP,20.66,Intrusion,Known Pattern B,Ignored,Low,Prerak Kadakia,Opera/8.32.(Windows NT 5.01; bho-IN) Presto/2.9.190 Version/11.00,Segment A,"Bhiwandi, Nagaland",Server
2023-07-10,14:54:07,2023-07-10 14:54:07,43.21.38.240,41.177.63.177,8137,20031,ICMP,1005,Control,FTP,90.92,Malware,Known Pattern A,Blocked,Low,Sara Chaudhuri,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1; rv:1.9.5.20) Gecko/9425-09-03 04:26:45 Firefox/3.8,Segment C,"Bhiwandi, Andhra Pradesh",Firewall
2022-06-18,23:08:42,2022-06-18 23:08:42,140.199.137.100,117.235.111.116,55509,5152,ICMP,984,Data,FTP,64.89,DDoS,Known Pattern A,Logged,Low,Lagan Manne,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/45.0.887.0 Mobile/60A322 Safari/531.0",Segment B,"Raurkela Industrial Township, Sikkim",Server
2023-08-11,09:21:02,2023-08-11 09:21:02,144.25.158.239,109.197.80.147,41801,19629,UDP,512,Data,HTTP,77.07,Intrusion,Known Pattern A,Blocked,Low,Samarth Devi,Opera/8.58.(X11; Linux i686; ia-FR) Presto/2.9.173 Version/10.00,Segment A,"Bhimavaram, Madhya Pradesh",Server
2021-10-03,00:19:39,2021-10-03 00:19:39,206.106.57.176,81.164.233.152,62889,50054,UDP,1191,Data,DNS,53.38,Intrusion,Known Pattern A,Logged,Low,Rasha Dugar,Mozilla/5.0 (Windows NT 6.2; uk-UA; rv:1.9.1.20) Gecko/7850-03-24 23:58:00 Firefox/3.6.13,Segment B,"Loni, Himachal Pradesh",Server
2023-06-28,04:34:40,2023-06-28 04:34:40,123.171.184.232,110.132.126.21,45613,2799,ICMP,527,Control,DNS,22.74,DDoS,Known Pattern A,Logged,High,Seher Rajagopalan,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/48.0.898.0 Mobile/38F011 Safari/534.2",Segment A,"Raurkela Industrial Township, Odisha",Firewall
2021-01-04,15:33:58,2021-01-04 15:33:58,164.100.122.239,98.123.107.77,59752,42693,TCP,1388,Control,FTP,81.87,Malware,Known Pattern B,Blocked,High,Shayak Tank,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_4 rv:5.0; ru-RU) AppleWebKit/531.39.5 (KHTML, like Gecko) Version/4.0.3 Safari/531.39.5",Segment B,"Bihar Sharif, Jharkhand",Firewall
2023-08-19,16:40:19,2023-08-19 16:40:19,90.212.23.56,68.159.228.93,51523,35455,TCP,425,Control,DNS,98.62,DDoS,Known Pattern A,Logged,High,Tanya Char,Mozilla/5.0 (Android 4.3.1; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0,Segment A,"Muzaffarnagar, Maharashtra",Firewall
2023-08-11,07:44:05,2023-08-11 07:44:05,24.22.149.26,146.21.102.253,13158,15042,UDP,491,Control,FTP,14.41,DDoS,Known Pattern B,Blocked,High,Nirvaan Sant,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.868.0 Safari/534.0",Segment C,"Phusro, Madhya Pradesh",Firewall
2023-03-13,10:14:12,2023-03-13 10:14:12,194.234.162.202,147.51.254.72,18221,25776,ICMP,668,Control,HTTP,41.28,DDoS,Known Pattern B,Ignored,Medium,Neysa Karnik,Mozilla/5.0 (Android 4.0.3; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,Segment A,"Kozhikode, Telangana",Server
2021-01-31,02:34:53,2021-01-31 02:34:53,123.137.242.84,218.199.100.246,23041,49310,TCP,1127,Data,DNS,36.28,DDoS,Known Pattern B,Logged,High,Seher Madan,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.0),Segment B,"Medininagar, Uttarakhand",Firewall
2020-10-08,04:36:39,2020-10-08 04:36:39,72.133.31.200,105.23.80.132,62891,50690,TCP,1292,Control,FTP,61.3,Malware,Known Pattern A,Ignored,High,Rohan Raman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; ky-KG) AppleWebKit/532.37.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6532.37.5",Segment A,"Nanded, Jharkhand",Firewall
2020-07-15,06:22:35,2020-07-15 06:22:35,192.71.135.165,9.53.243.2,2887,60489,UDP,1026,Data,DNS,36.95,Intrusion,Known Pattern A,Ignored,Medium,Abram Baral,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/3.0),Segment B,"Dindigul, Uttarakhand",Firewall
2020-03-24,05:59:35,2020-03-24 05:59:35,175.197.78.254,78.172.11.97,40397,45649,TCP,712,Control,FTP,55.44,Intrusion,Known Pattern B,Logged,High,Rati Thaker,Opera/8.95.(X11; Linux x86_64; ik-CA) Presto/2.9.164 Version/12.00,Segment A,"Pudukkottai, Odisha",Firewall
2021-12-20,10:55:41,2021-12-20 10:55:41,52.60.84.83,144.62.44.31,54438,5822,ICMP,1310,Data,HTTP,69.73,Malware,Known Pattern A,Ignored,Medium,Indrans Sarma,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_5) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/17.0.897.0 Safari/536.1",Segment B,"Bhilwara, Goa",Firewall
2022-08-19,13:09:54,2022-08-19 13:09:54,46.227.63.254,202.242.212.55,20302,11700,UDP,1409,Data,HTTP,2.88,Intrusion,Known Pattern A,Logged,Medium,Shanaya Hari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; lij-IT) AppleWebKit/533.41.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.41.2",Segment C,"Narasaraopet, West Bengal",Server
2021-12-22,06:08:21,2021-12-22 06:08:21,55.254.137.72,207.157.165.225,33051,29949,UDP,939,Data,HTTP,23.53,DDoS,Known Pattern B,Blocked,Medium,Vidur Sahni,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.7o5755.0 Mobile/23T003 Safari/531.0",Segment B,"Raebareli, Chhattisgarh",Firewall
2023-06-21,00:16:10,2023-06-21 00:16:10,158.64.80.181,47.104.175.219,39597,14517,UDP,361,Control,DNS,97.16,Intrusion,Known Pattern B,Blocked,Low,Kaira Mani,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),Segment B,"Tiruchirappalli, Madhya Pradesh",Server
2021-10-20,10:04:33,2021-10-20 10:04:33,205.187.4.102,204.181.156.0,58860,54145,ICMP,723,Control,FTP,32.02,Malware,Known Pattern B,Ignored,Medium,Bhamini Maharaj,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_5; rv:1.9.2.20) Gecko/7234-09-08 11:51:51 Firefox/8.0,Segment A,"Jehanabad, Arunachal Pradesh",Firewall
2022-05-29,09:29:50,2022-05-29 09:29:50,73.162.206.250,73.201.71.6,63422,60576,TCP,1409,Data,DNS,2.26,Malware,Known Pattern B,Blocked,Medium,Dhanuk Shankar,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.28.1 (KHTML, like Gecko) Version/5.0 Safari/533.28.1",Segment B,"Raipur, Nagaland",Firewall
2022-04-26,14:58:11,2022-04-26 14:58:11,139.195.148.49,193.199.239.126,16307,12755,ICMP,354,Control,HTTP,10.59,DDoS,Known Pattern A,Ignored,Low,Vanya Sabharwal,Opera/9.12.(X11; Linux i686; id-ID) Presto/2.9.176 Version/12.00,Segment C,"Dehradun, Tamil Nadu",Server
2023-07-25,05:14:41,2023-07-25 05:14:41,50.222.101.194,18.182.113.129,30570,50212,UDP,876,Control,FTP,4.38,Malware,Known Pattern A,Logged,Medium,Vidur Sinha,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.41.3 (KHTML, like Gecko) Version/4.0.3 Safari/533.41.3",Segment B,"Secunderabad, Manipur",Server
2023-08-17,00:55:44,2023-08-17 00:55:44,215.251.119.225,157.91.254.247,25983,4283,UDP,254,Data,HTTP,75.09,DDoS,Known Pattern A,Ignored,Low,Adah Sheth,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/4.1),Segment C,"Jorhat, Kerala",Server
2022-06-07,09:29:05,2022-06-07 09:29:05,194.248.29.212,206.207.199.114,58743,25449,UDP,1100,Data,FTP,28.13,Intrusion,Known Pattern A,Blocked,Low,Tejas Garg,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/13.0.802.0 Mobile/31Q401 Safari/534.0",Segment A,"Madhyamgram, Arunachal Pradesh",Firewall
2021-10-24,19:49:55,2021-10-24 19:49:55,51.131.211.140,48.127.124.127,52181,46157,TCP,574,Data,FTP,26.7,DDoS,Known Pattern A,Ignored,Low,Faiyaz Raj,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/4992-09-28 05:23:51 Firefox/3.8,Segment A,"Tiruppur, Odisha",Server
2023-03-31,16:02:15,2023-03-31 16:02:15,36.70.101.165,33.185.161.157,7193,39284,ICMP,167,Control,DNS,98.88,Intrusion,Known Pattern A,Logged,Low,Hiran Kalla,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.18.5 (KHTML, like Gecko) Version/4.0.1 Safari/534.18.5",Segment C,"Panipat, West Bengal",Firewall
2023-02-02,22:53:53,2023-02-02 22:53:53,63.65.61.99,145.138.218.23,13042,10486,UDP,814,Control,DNS,81.92,Malware,Known Pattern A,Logged,Low,Reyansh Yogi,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/54.0.870.0 Safari/531.0",Segment C,"Pudukkottai, Odisha",Firewall
2022-10-20,14:11:36,2022-10-20 14:11:36,196.194.50.241,215.5.7.197,29637,50534,UDP,121,Data,FTP,31.48,Malware,Known Pattern A,Ignored,High,Drishya Sekhon,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.40.1 (KHTML, like Gecko) Version/5.1 Safari/534.40.1",Segment A,"Etawah, Punjab",Firewall
2023-06-11,18:05:49,2023-06-11 18:05:49,45.62.161.202,31.226.121.151,65102,45442,UDP,863,Control,HTTP,60.18,Malware,Known Pattern B,Ignored,Low,Abram Mannan,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_9; rv:1.9.5.20) Gecko/8742-01-16 23:45:21 Firefox/3.8,Segment C,"Suryapet, Uttarakhand",Server
2021-01-28,14:22:51,2021-01-28 14:22:51,46.144.162.187,55.136.160.245,37151,12711,ICMP,187,Data,HTTP,70.62,Intrusion,Known Pattern B,Logged,High,Zeeshan Bhargava,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/26.0.852.0 Safari/532.2",Segment C,"Warangal, Uttar Pradesh",Server
2022-07-28,12:21:47,2022-07-28 12:21:47,123.195.89.57,91.194.147.130,51862,11423,UDP,1347,Data,DNS,81.66,DDoS,Known Pattern A,Blocked,High,Devansh Chawla,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2; rv:1.9.2.20) Gecko/6720-07-18 17:32:15 Firefox/3.6.6,Segment B,"Gwalior, Goa",Firewall
2023-09-08,16:35:04,2023-09-08 16:35:04,87.204.43.49,116.107.209.186,54995,28483,ICMP,709,Control,FTP,70.34,Malware,Known Pattern A,Blocked,Medium,Ritvik Banerjee,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),Segment C,"Phagwara, Chhattisgarh",Firewall
2021-08-22,15:05:02,2021-08-22 15:05:02,89.77.186.73,206.207.48.46,42812,8453,ICMP,591,Control,DNS,1.19,Intrusion,Known Pattern A,Logged,Low,Nitya Jayaraman,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),Segment A,"Dharmavaram, Jharkhand",Firewall
2021-08-20,11:49:10,2021-08-20 11:49:10,175.156.131.104,59.14.235.25,16640,37110,TCP,1043,Data,DNS,20.86,Malware,Known Pattern A,Ignored,Medium,Shamik Krishnamurthy,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),Segment B,"North Dumdum, Haryana",Server
2021-06-03,18:53:00,2021-06-03 18:53:00,31.216.17.77,5.35.109.169,5626,53262,UDP,226,Control,FTP,46.97,DDoS,Known Pattern B,Logged,Low,Manikya Dasgupta,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; is-IS) AppleWebKit/531.36.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6531.36.7",Segment B,"Sultan Pur Majra, Arunachal Pradesh",Firewall
2021-03-19,20:59:42,2021-03-19 20:59:42,158.120.65.227,150.9.27.19,49851,27301,ICMP,631,Control,FTP,23.82,Malware,Known Pattern A,Ignored,High,Kaira Dhaliwal,Opera/9.34.(Windows NT 5.0; sv-FI) Presto/2.9.186 Version/11.00,Segment A,"Meerut, Telangana",Firewall
2020-03-09,06:51:16,2020-03-09 06:51:16,124.124.105.74,47.212.142.21,13197,54254,ICMP,609,Control,FTP,56.0,DDoS,Known Pattern B,Logged,Medium,Drishya Khalsa,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),Segment A,"Agra, Karnataka",Firewall
2021-02-08,00:59:54,2021-02-08 00:59:54,10.90.47.5,117.97.204.110,51264,36338,ICMP,1132,Data,HTTP,15.8,Intrusion,Known Pattern B,Ignored,High,Krish Bajwa,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/28.0.892.0 Safari/534.2",Segment A,"Khora , Manipur",Server
2023-01-28,18:14:52,2023-01-28 18:14:52,187.197.11.144,152.193.86.107,63406,8837,ICMP,941,Data,FTP,51.0,DDoS,Known Pattern B,Logged,High,Nehmat Banik,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5 rv:4.0; yi-US) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/5.1 Safari/535.33.4",Segment C,"Jalna, Karnataka",Firewall
2021-06-30,00:40:16,2021-06-30 00:40:16,159.102.43.101,34.167.108.175,46797,24409,ICMP,525,Data,HTTP,28.61,Intrusion,Known Pattern B,Logged,High,Divyansh Ramanathan,"Mozilla/5.0 (Windows CE) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.873.0 Safari/536.2",Segment B,"Nashik, Jharkhand",Firewall
2020-04-02,01:13:58,2020-04-02 01:13:58,88.65.239.52,21.79.133.234,1753,16107,UDP,706,Control,HTTP,68.84,Intrusion,Known Pattern B,Logged,Low,Khushi Bajwa,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.1),Segment B,"Sasaram, Arunachal Pradesh",Firewall
